atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,classe
1.1302347179630563,1.1314389585929943,0.9059301826270143,1.226957347171995,1.682578601049209,0.7686217443613174,4
0.9515958696828094,0.45891848849564965,0.9059301826270143,0.11795617646574,0.10245711978036008,1.139120491062008,4
-0.6114259374129913,-0.9208104126246385,-0.9607448369693761,-0.5489756978548677,-0.3084955965346357,-0.7444230552218457,2
-0.9798766458636547,-1.2834511874742787,-1.6754191883589078,0.6014899320514332,0.5054401926323169,-1.6311976190771338,3
-0.02279035669483801,-0.538924800027465,-0.053081535099449004,0.4305987054590041,0.5136405117385271,-0.2292785922636794,1
-2.202176025181283,-2.167331946320558,0.9059301826270143,1.3017991140786909,3.1103813848915514,1.2392900119537276,2
0.9990159130474509,1.2068139933698105,0.9059301826270143,1.1300102593053356,1.2024805448265048,1.2392900119537276,4
-0.9305571105862328,-1.2398233546772213,-1.2255706525654309,-0.9675988183934287,-0.9085789457639799,-1.299281097012221,2
0.942140196993923,0.6982827576871043,0.9059301826270143,0.2198867314227636,0.08227161328320032,0.661221270746927,4
0.49806197208586467,0.1333333401181696,0.8327969599020583,0.32662062800369324,-0.09616652078997744,0.6051551412816596,1
-1.5867057535843634,-0.7977536987397975,-0.6671910274191079,-1.5128811352133453,-0.7063910430090228,-0.40769789212990504,1
0.1195942260633615,-0.06600817437835398,0.2332559244017612,0.25674893205466776,1.7935738926768114,0.408938297841156,1
-2.0485856986809816,-2.167331946320558,-2.6989940383092805,-2.7748584175086877,-2.1907694340868837,-2.9358947969447002,1
1.111026750837207,1.5391086642054026,0.9059301826270143,0.9195197405709051,0.5652054331088838,1.2392900119537276,4
1.0409429243247705,0.8098061014308098,0.9059301826270143,1.040193293299235,0.0908866505902295,1.0251410855041823,4
0.6409844816922589,0.4711810698235165,0.9059301826270143,0.9165205010701889,-0.10263407720291838,0.9568895400191716,3
1.0600501276058203,0.38899181786227766,0.8646377077171403,0.9408733034737474,0.7532954909135261,0.8522320644579465,4
0.8492858429321153,0.7147396119122789,0.6346173015147346,0.9153554942972407,1.2117379253110128,0.0441763531676031,3
1.1223888391657295,1.63893413097809,0.9059301826270143,1.2233484018714584,1.3975691669354608,1.2392900119537276,4
-0.6656313082253771,-0.08443354882163896,0.1989394317640996,0.6581642706899321,1.1828795431905863,0.2896995302238749,3
0.9551586391525184,0.5484664288896047,0.6938847106356681,1.0493703144789335,1.778481584316885,0.16949783849715136,4
0.663805692296614,-0.5654426739149956,-0.16169345811521235,0.7997337240477451,1.6163004010731457,0.006405425691753382,3
-1.6726939479240528,-1.4369852185775422,-1.410962689824792,-1.9912610606723855,-0.8806323787257186,-1.5329832474392813,1
1.051036420238364,0.9119370745308375,0.9059301826270143,0.9313535944696142,0.5854852592988852,0.8020603193322106,4
1.053267959507923,1.417493409164118,0.9059301826270143,0.9472960528132512,-0.5716539924248264,1.2392900119537276,4
